detector,image_id,target_index,category_id,image_height,image_width,ground_truth_x1,ground_truth_y1,ground_truth_x2,ground_truth_y2,operating_status,operating_prediction_score,operating_prediction_iou,cam_target_role,cam_candidate_score,cam_candidate_iou,cam_candidate_above_operating_threshold,candidate_x1,candidate_y1,candidate_x2,candidate_y2,target_layer,target_stride,feature_height,feature_width,valid_cam,total_energy,energy_in_box,pointing_hit,peak_x,peak_y,box_pixel_fraction,energy_lift_over_area
faster_rcnn,00eeb3c9-a892-4fac-a67a-aaa6cc7ffd5c.png,0,1,1024,1024,670.0,453.0,903.0,789.0,false_negative,,,miss_proxy_candidate,0.016434572637081146,0.5511582707825018,False,647.4660034179688,459.1308288574219,830.9340209960938,749.669189453125,backbone.body.layer3,16,40,40,True,18809.261440627906,0.07957689639451687,False,422,601,0.0746612548828125,0.004915641511704372
faster_rcnn,00eeb3c9-a892-4fac-a67a-aaa6cc7ffd5c.png,1,1,1024,1024,300.0,442.0,487.0,740.0,true_positive,0.4562962055206299,0.683792982107408,emitted_true_positive,0.4562962055206299,0.683792982107408,True,251.198486328125,457.3670349121094,472.00152587890625,732.2329711914062,backbone.body.layer3,16,40,40,True,23139.463054178734,0.3096336163757027,True,422,601,0.05314445495605469,0.256489161419648
faster_rcnn,03a512bc-1162-404e-8c71-dc9e0dc7258f.png,0,1,1024,1024,815.0,604.0,871.0,686.0,false_negative,,,miss_proxy_candidate,0.0035106490831822157,0.315293277374908,False,794.8541259765625,565.4667358398438,912.3458862304688,682.5333251953125,backbone.body.layer3,16,40,40,True,21098.881742533868,0.0,False,243,729,0.0043792724609375,-0.0043792724609375
faster_rcnn,061d0ff4-a611-42ce-b780-1d1eb55e50ab.png,0,1,1024,1024,220.0,209.0,518.0,912.0,true_positive,0.4674077332019806,0.7292822011611934,emitted_true_positive,0.4674077332019806,0.7292822011611934,True,259.9383850097656,125.06489562988281,527.66162109375,882.9351806640625,backbone.body.layer3,16,40,40,True,84644.06615548824,0.20993437445191135,False,653,626,0.19978904724121094,0.010145327210700411
faster_rcnn,061d0ff4-a611-42ce-b780-1d1eb55e50ab.png,1,1,1024,1024,600.0,262.0,856.0,983.0,true_positive,0.7702920436859131,0.7049247290782393,emitted_true_positive,0.7702920436859131,0.7049247290782393,True,573.861083984375,322.6345520019531,842.9389038085938,902.1654663085938,backbone.body.layer3,16,40,40,True,12339.284890832347,0.13357333237631774,False,960,140,0.176025390625,-0.042452058248682256
faster_rcnn,0851431b-cad7-436f-acb8-06aed97e5339.png,0,1,1024,1024,55.0,95.0,359.0,772.0,true_positive,0.8988553285598755,0.6927973923411829,emitted_true_positive,0.8988553285598755,0.6927973923411829,True,92.992431640625,137.8129119873047,344.20758056640625,705.3871459960938,backbone.body.layer3,16,40,40,True,7142.28998617858,0.2849636496034287,True,268,141,0.1962738037109375,0.08868984589249118
faster_rcnn,0851431b-cad7-436f-acb8-06aed97e5339.png,1,1,1024,1024,529.0,460.0,724.0,721.0,true_positive,0.5403251051902771,0.6603590877920676,emitted_true_positive,0.007831050083041191,0.745410517937009,False,541.8228759765625,488.0361328125,740.5771484375,731.9638671875,backbone.body.layer3,16,40,40,True,84799.01658955203,0.05417725879819269,False,473,883,0.048537254333496094,0.005640004464696598
faster_rcnn,087bcaa5-2477-4111-8390-fa5f2dec4852.png,0,1,1024,1024,265.0,254.0,535.0,732.0,true_positive,0.858303427696228,0.7203332124581403,emitted_true_positive,0.858303427696228,0.7203332124581403,True,281.933837890625,278.5501403808594,542.066162109375,653.4498901367188,backbone.body.layer3,16,40,40,True,32099.0879974457,0.009043078562782686,False,883,89,0.12308120727539062,-0.11403812871260793
faster_rcnn,1015e103-bda6-4664-978d-f761cd2982cb.png,0,1,1024,1024,630.0,212.0,873.0,636.0,true_positive,0.852874219417572,0.70526001865639,emitted_true_positive,0.852874219417572,0.70526001865639,True,595.7986450195312,158.93540954589844,869.0014038085938,678.6646118164062,backbone.body.layer3,16,40,40,True,57759.61232211626,0.028051044824370902,False,576,422,0.09825897216796875,-0.07020792734359785
faster_rcnn,131cd368-4db7-4883-9408-47da2b59650a.png,0,1,1024,1024,666.0,549.0,990.0,780.0,true_positive,0.5453613996505737,0.6954925336285408,emitted_true_positive,0.5453613996505737,0.6954925336285408,True,686.078125,535.4664916992188,958.7218627929688,749.3335571289062,backbone.body.layer3,16,40,40,True,13153.883340837441,0.005734635255685793,False,755,371,0.07137680053710938,-0.06564216528142358
faster_rcnn,1a062886-29be-4120-92f3-5c1c8a951959.png,0,1,1024,1024,193.0,257.0,340.0,626.0,true_positive,0.7613611221313477,0.5696919269038756,emitted_true_positive,0.7613611221313477,0.5696919269038756,True,154.74832153320312,216.97183227539062,358.05169677734375,566.2282104492188,backbone.body.layer3,16,40,40,True,7194.831670360798,0.020538661710989687,False,319,63,0.05173015594482422,-0.031191494233834532
faster_rcnn,1a062886-29be-4120-92f3-5c1c8a951959.png,1,1,1024,1024,611.0,300.0,838.0,653.0,true_positive,0.699716329574585,0.6877089024229888,emitted_true_positive,0.699716329574585,0.6877089024229888,True,571.9496459960938,339.9511413574219,817.650390625,646.4489135742188,backbone.body.layer3,16,40,40,True,11126.852293304826,0.0,False,319,63,0.07641887664794922,-0.07641887664794922
faster_rcnn,228b3dc1-f78a-4ac9-b213-2a416583d063.png,0,1,1024,1024,625.0,401.0,777.0,537.0,false_negative,,,miss_proxy_candidate,0.09376094490289688,0.6459748881167775,False,623.8626098632812,420.1390075683594,792.1373901367188,566.260986328125,backbone.body.layer3,16,40,40,True,85925.12452401391,0.0,False,38,1011,0.01971435546875,-0.01971435546875
faster_rcnn,228b3dc1-f78a-4ac9-b213-2a416583d063.png,1,1,1024,1024,284.0,583.0,430.0,726.0,true_positive,0.44963425397872925,0.5225796568089608,emitted_true_positive,0.44963425397872925,0.5225796568089608,True,219.6548614501953,584.5095825195312,427.1451110839844,768.2904663085938,backbone.body.layer3,16,40,40,True,90999.35768438797,0.003002994182863793,False,780,140,0.019910812377929688,-0.016907818195065896
faster_rcnn,228b3dc1-f78a-4ac9-b213-2a416583d063.png,2,1,1024,1024,666.0,557.0,800.0,764.0,false_negative,,,miss_proxy_candidate,0.023353029042482376,0.5253817935165764,False,619.1227416992188,566.3861694335938,842.4772338867188,786.4138793945312,backbone.body.layer3,16,40,40,True,73790.77372218875,0.010722204825808263,False,371,755,0.026453018188476562,-0.0157308133626683
faster_rcnn,231de9e8-63d9-4093-9d57-2bdcdee49225.png,0,1,1024,1024,611.0,391.0,759.0,507.0,false_negative,,,miss_proxy_candidate,0.000284622423350811,0.4646472057184538,False,611.0269775390625,329.3072204589844,748.9730834960938,477.4927673339844,backbone.body.layer3,16,40,40,True,29758.108084514024,0.043570373123830136,False,704,780,0.0163726806640625,0.027197692459767636
faster_rcnn,231de9e8-63d9-4093-9d57-2bdcdee49225.png,1,1,1024,1024,292.0,486.0,422.0,736.0,true_positive,0.8124212622642517,0.5586378294724289,emitted_true_positive,0.00570803415030241,0.7465912980472812,False,300.5965881347656,515.17431640625,421.4034118652344,716.0256958007812,backbone.body.layer3,16,40,40,True,206991.6883977141,0.00017260113645964508,False,1011,755,0.030994415283203125,-0.03082181414674348
faster_rcnn,28ba0617-0cac-4198-8b8a-c35fde545ace.png,0,1,1024,1024,238.0,255.0,397.0,562.0,true_positive,0.673245370388031,0.583656527403008,emitted_true_positive,0.673245370388031,0.583656527403008,True,239.3065643310547,179.96925354003906,451.0934753417969,554.4307861328125,backbone.body.layer3,16,40,40,True,5632.587118240581,0.07764850053783894,False,269,217,0.04655170440673828,0.031096796131100654
faster_rcnn,28ba0617-0cac-4198-8b8a-c35fde545ace.png,1,1,1024,1024,587.0,237.0,811.0,498.0,false_negative,,,miss_proxy_candidate,0.006073934491723776,0.6172135963633655,False,575.8139038085938,313.3570861816406,796.986083984375,491.0429382324219,backbone.body.layer3,16,40,40,True,95549.01356152858,0.02163870027041706,False,345,576,0.055755615234375,-0.03411691496395794
faster_rcnn,29128fda-79ce-4a14-bbf9-9884422075d0.png,0,1,1024,1024,799.0,445.0,971.0,664.0,false_negative,,,miss_proxy_candidate,0.1965947300195694,0.6088170498723098,False,740.2808837890625,430.4645080566406,955.7191772460938,650.3355102539062,backbone.body.layer3,16,40,40,True,79331.48043083727,2.405466546413e-07,False,64,1011,0.035923004150390625,-0.03592276360373598
faster_rcnn,29128fda-79ce-4a14-bbf9-9884422075d0.png,1,1,1024,1024,343.0,523.0,525.0,738.0,false_negative,,,miss_proxy_candidate,0.10203596204519272,0.8121659169646462,False,340.52972412109375,537.6752319335938,523.4703369140625,764.7247924804688,backbone.body.layer3,16,40,40,True,78622.53015502045,0.0035526362084428616,False,396,396,0.03731727600097656,-0.033764639792533704
faster_rcnn,334c4445-63ce-401a-a1a2-1a467901a1ae.png,0,1,1024,1024,281.0,515.0,448.0,648.0,false_negative,,,miss_proxy_candidate,0.0004974744515493512,0.5448459266794232,False,318.4879150390625,522.4508666992188,467.912109375,682.34912109375,backbone.body.layer3,16,40,40,True,17382.95843622298,0.007006949791980245,False,89,345,0.02118206024169922,-0.014175110449718975
faster_rcnn,334c4445-63ce-401a-a1a2-1a467901a1ae.png,1,1,1024,1024,656.0,552.0,855.0,674.0,false_negative,,,miss_proxy_candidate,0.008898884057998657,0.5008266264326139,False,721.56689453125,545.4007568359375,906.43310546875,670.5993041992188,backbone.body.layer3,16,40,40,True,20885.367144954267,0.011632761207937128,False,729,371,0.023153305053710938,-0.01152054384577381
faster_rcnn,33c66fa9-6a08-4d0d-b309-88ce91a217c9.png,0,1,1024,1024,193.0,468.0,402.0,588.0,true_positive,0.6579231023788452,0.678523870106392,emitted_true_positive,0.19299525022506714,0.7076187428748725,False,212.3233184814453,477.37725830078125,379.67669677734375,583.4227905273438,backbone.body.layer3,16,40,40,True,52181.51667512994,0.01576246071471848,False,934,140,0.02391815185546875,-0.008155691140750269
faster_rcnn,33c66fa9-6a08-4d0d-b309-88ce91a217c9.png,1,1,1024,1024,619.0,357.0,795.0,498.0,true_positive,0.25063756108283997,0.8139619824652586,emitted_true_positive,0.25063756108283997,0.8139619824652586,True,611.4146728515625,351.07281494140625,813.3853759765625,493.7272033691406,backbone.body.layer3,16,40,40,True,106712.09435550476,0.0021570006158578474,False,320,627,0.0236663818359375,-0.021509381220079653
faster_rcnn,38e001a1-f518-4dc3-bdf7-b568ba90f512.png,0,1,1024,1024,134.0,742.0,346.0,960.0,true_positive,0.6935248374938965,0.8590998044226,emitted_true_positive,0.6935248374938965,0.8590998044226,True,125.90814208984375,731.9279174804688,354.4918518066406,967.2720947265625,backbone.body.layer3,16,40,40,True,111001.61066762288,0.03960629078976837,False,166,268,0.04407501220703125,-0.004468721417262879
faster_rcnn,3b081d12-6804-4a33-85cd-712a886e4e01.png,0,1,1024,1024,590.0,211.0,768.0,478.0,true_positive,0.5969325304031372,0.6749418331172982,emitted_true_positive,0.5969325304031372,0.6749418331172982,True,603.9274291992188,158.97703552246094,780.87255859375,457.4229431152344,backbone.body.layer3,16,40,40,True,78776.04015289764,0.07472645805333776,False,703,652,0.04532432556152344,0.029402132491814323
faster_rcnn,3b081d12-6804-4a33-85cd-712a886e4e01.png,1,1,1024,1024,227.0,241.0,445.0,737.0,true_positive,0.7392812371253967,0.7609624535571666,emitted_true_positive,0.7392812371253967,0.7609624535571666,True,237.3839874267578,202.68650817871094,471.416015625,758.9135131835938,backbone.body.layer3,16,40,40,True,53190.56129491453,0.10624870389103895,False,729,448,0.103118896484375,0.003129807406663951
faster_rcnn,3d63ab2e-862a-4f11-82d3-b9f561e8ecec.png,0,1,1024,1024,248.0,381.0,434.0,720.0,false_negative,,,miss_proxy_candidate,0.02124669775366783,0.7826730185298538,False,244.89622497558594,436.26885986328125,440.30377197265625,712.5311889648438,backbone.body.layer3,16,40,40,True,69593.9298542355,0.005362061586004299,False,345,38,0.06013298034667969,-0.054770918760675386
faster_rcnn,3d63ab2e-862a-4f11-82d3-b9f561e8ecec.png,1,1,1024,1024,549.0,428.0,768.0,751.0,true_positive,0.7038039565086365,0.5590351732390801,emitted_true_positive,0.16211454570293427,0.6568204146537006,False,561.7035522460938,506.88067626953125,771.896484375,774.7193603515625,backbone.body.layer3,16,40,40,True,57037.12503404425,0.02818376680003146,False,1011,243,0.0674600601196289,-0.03927629331959745
